date,city,campaign,impressions,clicks,traffic,spend
2025-01-09,Delhi,CoffeePush,3186,55,214,76.66
2025-01-11,Bangalore,HolidaySale,3341,168,446,76.45
2025-01-11,Chennai,CoffeePush,2845,406,191,47.41
2025-01-05,Hyderabad,CoffeePush,2417,230,66,6.22
2025-01-13,Mumbai,BrandAwareness,1649,99,259,8.41
2025-01-19,Hyderabad,HolidaySale,2883,26,92,62.5
2025-01-30,Bangalore,BrandAwareness,4787,63,282,42.01
2025-01-24,Delhi,BrandAwareness,2224,93,93,35.16
2025-01-30,Hyderabad,BrandAwareness,2832,196,409,23.66
2025-01-10,Mumbai,HolidaySale,2651,212,264,26.49
2025-01-19,Chennai,BrandAwareness,2975,68,104,41.09
2025-01-08,Bangalore,HolidaySale,895,13,283,75.53
2025-01-14,Bangalore,BrandAwareness,2875,272,478,37.12
2025-01-30,Bangalore,BrandAwareness,3297,176,326,13.19
2025-01-10,Chennai,HolidaySale,1434,24,111,63.08
2025-01-08,Delhi,CoffeePush,562,27,411,35.35
2025-01-07,Mumbai,HolidaySale,3059,356,460,63.92
2025-01-20,Mumbai,BrandAwareness,5984,14,455,49.71
2025-01-12,Delhi,BrandAwareness,2847,287,341,38.04
2025-01-15,Delhi,HolidaySale,941,68,433,54.76
2025-01-07,Mumbai,BrandAwareness,1591,118,178,71.11
2025-01-01,Chennai,CoffeePush,5519,62,98,60.43
2025-01-07,Chennai,CoffeePush,4026,33,174,22.91
2025-01-20,Bangalore,CoffeePush,1870,12,402,29.31
2025-01-18,Bangalore,HolidaySale,3722,478,440,23.63
2025-01-27,Delhi,CoffeePush,1169,85,355,79.38
2025-01-27,Delhi,BrandAwareness,4460,385,210,58.78
2025-01-15,Chennai,HolidaySale,1314,77,428,70.67
2025-01-23,Hyderabad,HolidaySale,3884,428,404,31.18
2025-01-30,Chennai,HolidaySale,5447,742,266,16.62
2025-01-24,Delhi,CoffeePush,5077,115,254,62.57
2025-01-20,Mumbai,HolidaySale,687,11,389,23.92
2025-01-22,Delhi,CoffeePush,4391,478,436,11.45
2025-01-29,Mumbai,HolidaySale,2259,289,39,47.59
2025-01-27,Mumbai,HolidaySale,5929,465,55,50.91
2025-01-27,Delhi,CoffeePush,4951,668,60,23.88
2025-01-14,Hyderabad,BrandAwareness,2689,21,48,54.23
2025-01-17,Chennai,CoffeePush,1152,72,124,68.67
2025-01-02,Delhi,BrandAwareness,610,24,169,40.28
2025-01-13,Bangalore,HolidaySale,4939,530,255,47.24
2025-01-24,Mumbai,BrandAwareness,4046,248,239,76.16
2025-01-25,Chennai,BrandAwareness,1012,82,310,63.69
2025-01-16,Hyderabad,HolidaySale,2235,312,119,35.99
2025-01-19,Bangalore,CoffeePush,1537,67,285,73.29
2025-01-06,Bangalore,BrandAwareness,978,119,441,7.88
2025-01-30,Bangalore,CoffeePush,2103,49,214,43.03
2025-01-14,Chennai,HolidaySale,5656,464,31,24.48
2025-01-05,Mumbai,HolidaySale,2553,223,380,44.8
2025-01-17,Chennai,CoffeePush,806,21,335,50.11
2025-01-24,Mumbai,HolidaySale,1694,139,455,45.86
2025-01-03,Mumbai,HolidaySale,5828,615,227,49.24
2025-01-25,Delhi,BrandAwareness,2887,178,162,32.49
2025-01-26,Delhi,CoffeePush,1627,200,203,11.27
2025-01-19,Hyderabad,BrandAwareness,4619,625,371,19.18
2025-01-02,Hyderabad,HolidaySale,1813,249,122,34.29
2025-01-19,Mumbai,CoffeePush,915,50,350,24.92
2025-01-25,Hyderabad,CoffeePush,2002,259,399,26.67
2025-01-10,Mumbai,HolidaySale,5520,507,289,27.41
2025-01-20,Chennai,BrandAwareness,4555,237,469,34.9
2025-01-07,Delhi,BrandAwareness,2567,291,114,59.94
2025-01-07,Mumbai,CoffeePush,2306,286,169,27.52
2025-01-10,Delhi,HolidaySale,2536,299,205,75.81
2025-01-07,Chennai,BrandAwareness,4092,584,385,33.04
2025-01-22,Hyderabad,CoffeePush,2084,272,246,64.55
2025-01-08,Delhi,HolidaySale,5931,272,492,23.18
2025-01-11,Hyderabad,BrandAwareness,1689,248,143,26.89
2025-01-10,Hyderabad,BrandAwareness,5997,400,264,78.95
2025-01-15,Hyderabad,CoffeePush,1452,169,311,46.29
2025-01-10,Chennai,CoffeePush,1886,235,282,71.6
2025-01-07,Delhi,CoffeePush,5850,821,332,14.84
2025-01-04,Mumbai,CoffeePush,1762,250,347,50.31
2025-01-20,Delhi,HolidaySale,4673,360,430,55.93
2025-01-03,Hyderabad,CoffeePush,2083,301,81,15.97
2025-01-28,Delhi,BrandAwareness,3603,326,239,35.25
2025-01-27,Hyderabad,CoffeePush,5048,212,95,78.72
2025-01-04,Hyderabad,BrandAwareness,5346,783,20,29.91
2025-01-05,Hyderabad,BrandAwareness,4719,342,262,17.38
2025-01-18,Bangalore,CoffeePush,5514,365,478,25.88
2025-01-03,Mumbai,CoffeePush,946,107,406,49.43
2025-01-06,Mumbai,HolidaySale,5292,198,193,43.09
2025-01-26,Chennai,CoffeePush,4432,630,441,76.38
2025-01-08,Mumbai,CoffeePush,4102,373,409,47.45
2025-01-17,Hyderabad,BrandAwareness,906,127,211,40.39
2025-01-20,Hyderabad,CoffeePush,1931,264,244,60.5
2025-01-22,Mumbai,CoffeePush,5375,651,489,8.95
2025-01-05,Hyderabad,HolidaySale,1924,242,33,11.57
2025-01-10,Mumbai,CoffeePush,1916,129,298,35.33
2025-01-29,Mumbai,HolidaySale,2102,111,78,21.95
2025-01-08,Delhi,HolidaySale,4139,601,139,23.2
2025-01-19,Bangalore,HolidaySale,3929,117,492,5.45
2025-01-17,Chennai,HolidaySale,2216,236,187,32.31
2025-01-22,Mumbai,HolidaySale,2622,243,442,10.71
2025-01-27,Hyderabad,CoffeePush,3248,182,263,16.84
2025-01-11,Bangalore,CoffeePush,1217,43,349,21.14
2025-01-07,Delhi,CoffeePush,5975,368,178,43.25
2025-01-08,Mumbai,CoffeePush,5499,819,75,59.58
2025-01-15,Delhi,CoffeePush,5032,684,78,68.57
2025-01-07,Chennai,BrandAwareness,5848,24,259,45.65
2025-01-02,Chennai,HolidaySale,4485,26,267,32.73
2025-01-21,Delhi,CoffeePush,3016,187,494,19.87
2025-01-05,Hyderabad,CoffeePush,833,91,185,56.8
2025-01-30,Mumbai,BrandAwareness,2808,140,361,36.93
2025-01-12,Hyderabad,BrandAwareness,3784,161,232,33.96
2025-01-13,Mumbai,CoffeePush,1621,143,159,38.76
2025-01-22,Delhi,HolidaySale,941,55,125,77.77
2025-01-30,Hyderabad,CoffeePush,2336,97,433,42.61
2025-01-05,Bangalore,CoffeePush,5383,19,372,67.95
2025-01-10,Delhi,BrandAwareness,5058,394,456,8.52
2025-01-18,Bangalore,BrandAwareness,5720,434,121,41.34
2025-01-09,Bangalore,CoffeePush,1728,256,92,75.73
2025-01-13,Chennai,HolidaySale,3683,32,288,71.86
2025-01-29,Chennai,CoffeePush,3968,128,432,27.38
2025-01-05,Chennai,HolidaySale,587,10,57,11.02
2025-01-04,Hyderabad,HolidaySale,4347,635,360,21.24
2025-01-26,Hyderabad,BrandAwareness,1471,30,163,11.0
2025-01-25,Hyderabad,BrandAwareness,2724,197,235,48.06
2025-01-05,Chennai,CoffeePush,3639,63,361,35.49
2025-01-12,Delhi,HolidaySale,4205,511,133,67.38
2025-01-19,Hyderabad,CoffeePush,5625,60,99,74.2
2025-01-27,Bangalore,BrandAwareness,3074,208,227,65.21
2025-01-20,Bangalore,CoffeePush,3391,379,176,41.72
2025-01-08,Delhi,BrandAwareness,2332,326,450,6.86
2025-01-21,Hyderabad,HolidaySale,2344,108,381,57.59
2025-01-05,Chennai,CoffeePush,2251,163,359,44.12
2025-01-04,Mumbai,CoffeePush,4028,48,114,57.28
2025-01-26,Hyderabad,HolidaySale,784,63,209,30.34
2025-01-16,Chennai,CoffeePush,3003,189,152,67.43
2025-01-30,Chennai,HolidaySale,4313,390,409,5.65
2025-01-10,Chennai,BrandAwareness,5186,592,320,77.19
2025-01-12,Chennai,CoffeePush,2534,92,354,48.39
2025-01-24,Mumbai,BrandAwareness,4568,144,479,22.12
2025-01-11,Hyderabad,CoffeePush,2174,208,31,33.07
2025-01-09,Delhi,HolidaySale,3503,66,357,34.79
2025-01-28,Hyderabad,BrandAwareness,1310,134,378,28.27
2025-01-04,Mumbai,CoffeePush,1657,116,278,35.21
2025-01-12,Chennai,HolidaySale,2102,294,417,14.82
2025-01-16,Mumbai,CoffeePush,1750,151,166,56.94
2025-01-13,Mumbai,BrandAwareness,5994,194,270,42.89
2025-01-24,Hyderabad,HolidaySale,4806,568,202,66.06
2025-01-07,Chennai,HolidaySale,4971,213,468,26.82
2025-01-20,Mumbai,CoffeePush,3614,90,382,79.28
2025-01-01,Chennai,CoffeePush,4285,255,200,22.93
2025-01-23,Chennai,BrandAwareness,5367,477,360,55.11
2025-01-16,Bangalore,BrandAwareness,3519,334,93,40.33
2025-01-15,Hyderabad,HolidaySale,5286,65,390,40.41
2025-01-14,Bangalore,HolidaySale,3729,144,126,33.81
2025-01-12,Chennai,CoffeePush,5013,338,75,32.15
2025-01-04,Chennai,HolidaySale,4083,497,308,31.99
2025-01-15,Mumbai,HolidaySale,2885,356,300,54.71
2025-01-20,Mumbai,BrandAwareness,4200,566,424,68.21
2025-01-28,Chennai,HolidaySale,5932,291,300,35.47
2025-01-20,Bangalore,HolidaySale,1960,196,469,65.36
2025-01-12,Mumbai,CoffeePush,2616,28,497,35.35
2025-01-27,Mumbai,BrandAwareness,3795,423,393,39.36
2025-01-10,Bangalore,BrandAwareness,4838,698,373,44.87
2025-01-21,Delhi,CoffeePush,2862,37,274,36.01
2025-01-27,Hyderabad,BrandAwareness,2440,203,239,13.38
2025-01-11,Chennai,CoffeePush,1791,240,184,17.17
2025-01-20,Hyderabad,HolidaySale,2928,428,221,68.71
2025-01-27,Chennai,BrandAwareness,2517,255,387,52.53
2025-01-23,Bangalore,HolidaySale,3112,28,331,47.82
2025-01-23,Mumbai,CoffeePush,4387,316,231,20.74
2025-01-16,Bangalore,CoffeePush,5923,485,31,29.47
2025-01-08,Delhi,HolidaySale,3784,457,95,67.73
2025-01-21,Delhi,BrandAwareness,4128,374,190,23.76
2025-01-04,Delhi,BrandAwareness,4349,288,28,74.3
2025-01-06,Mumbai,CoffeePush,3279,84,294,65.16
2025-01-21,Chennai,BrandAwareness,5049,158,401,74.07
2025-01-25,Bangalore,BrandAwareness,5479,566,455,33.81
2025-01-09,Mumbai,BrandAwareness,4274,425,353,75.15
2025-01-11,Bangalore,HolidaySale,3278,59,117,72.05
2025-01-06,Mumbai,BrandAwareness,5652,436,443,50.23
2025-01-03,Chennai,CoffeePush,1193,108,194,9.74
2025-01-30,Chennai,BrandAwareness,3476,384,204,6.88
2025-01-22,Chennai,CoffeePush,2530,287,87,32.56
2025-01-28,Mumbai,CoffeePush,1329,79,446,43.58
2025-01-30,Bangalore,CoffeePush,1372,186,472,59.5
2025-01-08,Bangalore,HolidaySale,2180,35,151,31.14
2025-01-02,Chennai,HolidaySale,3111,277,238,65.83
2025-01-06,Chennai,CoffeePush,4425,442,91,5.99
2025-01-21,Mumbai,BrandAwareness,2741,135,89,50.53
2025-01-28,Delhi,BrandAwareness,5460,100,255,16.65
2025-01-19,Hyderabad,HolidaySale,1835,100,315,46.93
2025-01-04,Bangalore,CoffeePush,5160,722,237,68.67
2025-01-05,Hyderabad,HolidaySale,3280,10,201,34.84
2025-01-04,Bangalore,HolidaySale,5285,630,448,59.61
2025-01-08,Hyderabad,CoffeePush,5471,233,414,42.91
2025-01-03,Hyderabad,CoffeePush,835,77,77,70.28
2025-01-04,Hyderabad,HolidaySale,3331,354,25,76.44
2025-01-26,Delhi,HolidaySale,3230,393,216,60.99
2025-01-30,Bangalore,CoffeePush,4936,33,75,9.58
2025-01-25,Mumbai,BrandAwareness,5642,26,193,77.29
2025-01-06,Chennai,HolidaySale,2430,342,23,77.4
2025-01-28,Bangalore,HolidaySale,817,39,433,44.85
2025-01-19,Delhi,HolidaySale,1894,138,276,52.2
2025-01-05,Chennai,HolidaySale,1139,134,302,14.42
2025-01-29,Bangalore,BrandAwareness,3150,405,278,75.24
2025-01-05,Bangalore,BrandAwareness,4029,524,202,76.9
2025-01-02,Hyderabad,BrandAwareness,5209,675,427,10.68
2025-01-15,Bangalore,BrandAwareness,4669,357,257,23.0
2025-01-19,Chennai,CoffeePush,1010,75,194,79.96
2025-01-12,Mumbai,BrandAwareness,4296,157,391,29.61
2025-01-29,Bangalore,BrandAwareness,1355,139,490,64.35
2025-01-09,Chennai,CoffeePush,2217,92,157,19.6
2025-01-14,Chennai,HolidaySale,4350,524,249,68.27
2025-01-21,Delhi,HolidaySale,4871,70,257,73.32
2025-01-07,Delhi,BrandAwareness,5367,199,35,18.44
2025-01-27,Chennai,CoffeePush,5583,659,307,20.11
2025-01-03,Delhi,CoffeePush,617,55,177,42.19
2025-01-16,Chennai,BrandAwareness,5970,339,376,16.58
2025-01-13,Hyderabad,BrandAwareness,1015,22,332,13.33
2025-01-17,Mumbai,CoffeePush,515,53,431,24.35
2025-01-12,Bangalore,CoffeePush,2995,314,342,34.25
2025-01-06,Bangalore,BrandAwareness,1054,142,379,63.2
2025-01-12,Delhi,HolidaySale,3751,512,441,58.15
2025-01-29,Delhi,HolidaySale,3277,249,435,49.54
2025-01-25,Mumbai,HolidaySale,4168,342,276,66.56
2025-01-28,Hyderabad,HolidaySale,4087,227,486,48.93
2025-01-05,Chennai,CoffeePush,764,99,67,71.19
2025-01-29,Hyderabad,CoffeePush,4035,56,438,6.82
2025-01-17,Hyderabad,CoffeePush,3911,313,436,37.48
2025-01-12,Mumbai,CoffeePush,1997,122,296,30.2
2025-01-04,Delhi,BrandAwareness,4128,52,297,41.06
2025-01-14,Chennai,HolidaySale,987,106,452,12.31
2025-01-10,Chennai,CoffeePush,2289,175,78,67.29
2025-01-25,Mumbai,CoffeePush,5140,718,115,56.7
2025-01-20,Hyderabad,BrandAwareness,529,30,336,43.26
2025-01-18,Delhi,HolidaySale,3032,429,324,56.26
2025-01-23,Hyderabad,CoffeePush,4525,434,76,21.13
2025-01-15,Mumbai,BrandAwareness,5525,199,252,29.66
2025-01-27,Mumbai,BrandAwareness,4667,554,387,5.95
2025-01-01,Delhi,HolidaySale,2204,275,436,30.09
2025-01-30,Chennai,HolidaySale,3075,92,285,41.01
2025-01-19,Bangalore,HolidaySale,5133,441,280,34.25
2025-01-13,Chennai,BrandAwareness,4782,248,105,53.55
2025-01-30,Bangalore,BrandAwareness,4420,126,454,75.05
2025-01-14,Chennai,CoffeePush,5634,548,262,55.71
2025-01-05,Bangalore,BrandAwareness,5780,40,117,36.17
2025-01-29,Chennai,BrandAwareness,1600,192,460,8.9
2025-01-19,Hyderabad,CoffeePush,3176,447,222,75.78
2025-01-28,Mumbai,BrandAwareness,1056,23,340,28.87
2025-01-14,Bangalore,HolidaySale,5662,826,91,61.09
2025-01-02,Bangalore,CoffeePush,5891,826,487,29.41
2025-01-11,Delhi,HolidaySale,3698,104,226,18.01
2025-01-10,Bangalore,BrandAwareness,5484,81,219,17.36
2025-01-10,Delhi,CoffeePush,4136,71,35,69.04
2025-01-23,Mumbai,BrandAwareness,712,79,405,13.56
2025-01-24,Bangalore,CoffeePush,4882,246,165,34.86
2025-01-28,Hyderabad,HolidaySale,1478,98,325,72.91
2025-01-11,Chennai,HolidaySale,4381,179,121,60.01
2025-01-12,Bangalore,HolidaySale,5609,836,352,65.51
2025-01-12,Chennai,HolidaySale,793,52,154,27.0
2025-01-12,Mumbai,BrandAwareness,5169,492,64,61.48
2025-01-17,Delhi,CoffeePush,3528,388,167,10.98
2025-01-14,Chennai,CoffeePush,1264,98,201,37.6
2025-01-03,Mumbai,CoffeePush,2644,328,328,57.46
2025-01-29,Hyderabad,BrandAwareness,713,46,38,29.45
2025-01-13,Bangalore,BrandAwareness,4796,269,470,41.33
2025-01-26,Delhi,CoffeePush,5275,40,275,59.73
2025-01-23,Mumbai,CoffeePush,1663,105,33,24.43
2025-01-16,Delhi,CoffeePush,695,98,297,65.37
2025-01-23,Chennai,BrandAwareness,5657,638,270,50.3
2025-01-30,Chennai,CoffeePush,4545,163,98,69.06
2025-01-06,Hyderabad,HolidaySale,2886,390,349,73.97
2025-01-23,Chennai,HolidaySale,2975,262,264,38.84
2025-01-02,Delhi,CoffeePush,5522,552,385,61.58
2025-01-23,Delhi,BrandAwareness,2906,43,44,15.19
2025-01-07,Delhi,BrandAwareness,1866,193,49,43.0
2025-01-03,Delhi,CoffeePush,1786,35,187,69.29
2025-01-24,Hyderabad,CoffeePush,565,46,373,38.49
2025-01-14,Delhi,HolidaySale,5354,307,296,26.15
2025-01-27,Hyderabad,HolidaySale,1724,16,389,65.7
2025-01-25,Delhi,CoffeePush,3845,60,278,28.14
2025-01-06,Bangalore,CoffeePush,1071,119,400,21.87
2025-01-17,Delhi,HolidaySale,3062,168,464,9.08
2025-01-25,Chennai,BrandAwareness,1279,140,311,29.71
2025-01-20,Bangalore,HolidaySale,827,118,189,38.03
2025-01-26,Mumbai,BrandAwareness,2131,21,471,74.49
2025-01-02,Delhi,CoffeePush,5962,771,128,69.0
2025-01-16,Hyderabad,CoffeePush,5828,143,89,66.71
2025-01-09,Hyderabad,BrandAwareness,5328,272,91,59.36
2025-01-25,Mumbai,BrandAwareness,1360,167,309,47.59
2025-01-02,Chennai,HolidaySale,3301,206,34,15.48
2025-01-05,Mumbai,HolidaySale,4842,512,176,38.34
2025-01-30,Hyderabad,CoffeePush,2751,36,393,45.16
2025-01-05,Bangalore,HolidaySale,3993,357,100,79.11
2025-01-21,Hyderabad,HolidaySale,1484,20,61,65.11
2025-01-16,Bangalore,BrandAwareness,2912,230,316,21.53
2025-01-05,Chennai,CoffeePush,3211,188,139,39.59
2025-01-13,Delhi,CoffeePush,5929,778,341,72.73
2025-01-20,Delhi,BrandAwareness,610,37,272,53.69
2025-01-16,Delhi,CoffeePush,3969,525,28,32.04
2025-01-21,Hyderabad,CoffeePush,617,41,204,54.21
2025-01-16,Hyderabad,BrandAwareness,791,19,479,75.63
2025-01-07,Mumbai,CoffeePush,1315,193,310,30.73
2025-01-15,Bangalore,CoffeePush,5282,332,414,7.14
2025-01-01,Hyderabad,HolidaySale,2171,164,346,46.06
2025-01-13,Delhi,CoffeePush,3430,238,391,39.55
2025-01-22,Delhi,BrandAwareness,4001,441,195,49.94
2025-01-28,Chennai,CoffeePush,920,128,436,23.32
2025-01-01,Delhi,BrandAwareness,2341,35,123,58.41
2025-01-14,Chennai,CoffeePush,1166,48,38,33.68
2025-01-18,Hyderabad,CoffeePush,3293,318,169,18.25
2025-01-14,Delhi,BrandAwareness,1147,17,349,73.24
2025-01-20,Chennai,HolidaySale,2168,213,214,39.1
2025-01-29,Mumbai,CoffeePush,2203,39,498,62.33
2025-01-04,Chennai,HolidaySale,1938,148,76,23.07
2025-01-21,Hyderabad,BrandAwareness,1140,105,142,8.51
2025-01-18,Chennai,BrandAwareness,2263,98,400,30.75
2025-01-27,Delhi,HolidaySale,5623,161,373,52.01
2025-01-17,Delhi,BrandAwareness,4368,60,68,70.57
2025-01-04,Delhi,CoffeePush,4115,93,31,44.06
2025-01-18,Mumbai,HolidaySale,2809,133,177,57.02
2025-01-13,Chennai,CoffeePush,3102,443,498,19.3
2025-01-08,Delhi,HolidaySale,2319,14,455,14.59
2025-01-06,Bangalore,BrandAwareness,5272,227,488,37.48
2025-01-03,Delhi,CoffeePush,1647,132,103,29.03
2025-01-22,Chennai,CoffeePush,4212,394,466,29.01
2025-01-25,Bangalore,HolidaySale,5940,223,209,23.92
2025-01-17,Chennai,HolidaySale,2795,32,478,6.95
2025-01-19,Delhi,CoffeePush,2263,14,146,41.71
2025-01-26,Hyderabad,HolidaySale,527,54,312,21.02
2025-01-18,Mumbai,CoffeePush,1931,164,422,14.18
2025-01-23,Bangalore,BrandAwareness,5970,884,475,70.62
2025-01-16,Chennai,BrandAwareness,4817,662,176,51.62
2025-01-02,Bangalore,CoffeePush,2719,369,78,40.9
2025-01-28,Hyderabad,BrandAwareness,4256,40,316,70.59
2025-01-12,Bangalore,BrandAwareness,2373,303,197,11.75
2025-01-01,Bangalore,BrandAwareness,678,87,373,26.47
2025-01-24,Mumbai,CoffeePush,1515,198,73,48.0
2025-01-01,Delhi,BrandAwareness,5699,444,138,63.84
2025-01-27,Mumbai,BrandAwareness,2516,256,295,51.92
2025-01-05,Chennai,HolidaySale,1526,101,426,31.98
2025-01-21,Mumbai,HolidaySale,5764,634,107,19.75
2025-01-02,Chennai,HolidaySale,1051,56,465,75.41
2025-01-26,Bangalore,CoffeePush,4357,105,60,61.59
2025-01-04,Chennai,CoffeePush,775,113,410,34.68
2025-01-04,Chennai,BrandAwareness,3980,487,493,71.67
2025-01-11,Delhi,HolidaySale,5674,802,198,77.34
2025-01-13,Bangalore,BrandAwareness,4226,263,372,36.64
2025-01-23,Chennai,HolidaySale,3032,80,380,56.36
2025-01-13,Hyderabad,BrandAwareness,5642,670,429,13.02
2025-01-06,Hyderabad,CoffeePush,2991,34,326,75.52
2025-01-20,Chennai,BrandAwareness,2274,29,129,24.8
2025-01-12,Bangalore,BrandAwareness,3124,206,191,32.51
2025-01-09,Hyderabad,CoffeePush,2840,154,247,78.49
2025-01-19,Hyderabad,HolidaySale,2039,299,20,67.3
2025-01-19,Chennai,BrandAwareness,1867,49,120,46.5
2025-01-25,Mumbai,BrandAwareness,1282,178,399,19.26
2025-01-28,Delhi,HolidaySale,1235,34,410,78.18
2025-01-22,Bangalore,CoffeePush,4656,242,378,79.71
2025-01-03,Chennai,BrandAwareness,2767,235,95,8.55
2025-01-28,Chennai,HolidaySale,4947,155,69,34.51
2025-01-07,Hyderabad,BrandAwareness,1272,140,212,70.6
2025-01-23,Bangalore,BrandAwareness,5174,455,32,77.78
2025-01-15,Chennai,BrandAwareness,4895,34,486,74.13
2025-01-13,Mumbai,CoffeePush,1136,53,96,9.62
2025-01-22,Chennai,BrandAwareness,5047,205,151,20.24
2025-01-19,Hyderabad,HolidaySale,2815,364,397,47.49
2025-01-19,Hyderabad,HolidaySale,5182,133,461,70.2
2025-01-24,Chennai,HolidaySale,2646,305,117,26.79
2025-01-27,Chennai,BrandAwareness,4723,644,161,10.96
2025-01-10,Chennai,CoffeePush,3780,324,308,36.2
2025-01-10,Chennai,BrandAwareness,3658,42,250,79.14
2025-01-20,Hyderabad,HolidaySale,3722,221,353,8.88
2025-01-10,Delhi,HolidaySale,5869,66,55,61.36
2025-01-28,Delhi,HolidaySale,734,85,268,46.65
2025-01-07,Hyderabad,CoffeePush,2855,390,220,67.78
2025-01-01,Bangalore,HolidaySale,3697,415,456,42.81
2025-01-12,Bangalore,HolidaySale,4792,558,305,74.72
2025-01-02,Hyderabad,CoffeePush,4452,578,75,22.92
2025-01-08,Hyderabad,BrandAwareness,4210,440,217,26.25
2025-01-06,Hyderabad,HolidaySale,4704,666,270,73.98
2025-01-28,Chennai,BrandAwareness,2998,433,160,73.31
2025-01-30,Mumbai,CoffeePush,1728,102,282,62.28
2025-01-18,Chennai,CoffeePush,1994,105,137,66.34
2025-01-28,Chennai,CoffeePush,4472,40,405,68.45
2025-01-24,Delhi,HolidaySale,1595,233,215,35.05
2025-01-18,Delhi,CoffeePush,1105,93,374,32.78
2025-01-10,Chennai,HolidaySale,3230,457,365,9.78
2025-01-09,Hyderabad,BrandAwareness,887,60,105,59.09
2025-01-01,Mumbai,BrandAwareness,5819,601,244,41.49
2025-01-22,Delhi,BrandAwareness,4686,553,75,69.47
2025-01-12,Delhi,CoffeePush,3896,267,466,66.0
2025-01-07,Chennai,HolidaySale,5186,753,248,74.62
2025-01-27,Mumbai,CoffeePush,1453,187,265,58.89
2025-01-26,Chennai,HolidaySale,4440,45,50,17.61
2025-01-18,Hyderabad,BrandAwareness,2445,324,379,52.99
2025-01-16,Mumbai,CoffeePush,4288,168,403,34.63
2025-01-06,Delhi,HolidaySale,2433,298,412,75.62
2025-01-24,Bangalore,BrandAwareness,2980,397,333,17.6
2025-01-19,Hyderabad,BrandAwareness,4132,328,373,52.35
2025-01-27,Chennai,CoffeePush,1368,162,268,71.05
2025-01-11,Hyderabad,CoffeePush,5233,407,156,18.52
2025-01-12,Hyderabad,HolidaySale,1698,37,283,22.88
2025-01-13,Delhi,CoffeePush,5054,330,228,75.15
2025-01-08,Delhi,CoffeePush,5232,656,114,75.93
2025-01-11,Hyderabad,BrandAwareness,4116,596,267,58.51
2025-01-17,Bangalore,CoffeePush,3828,163,348,8.82
2025-01-23,Hyderabad,BrandAwareness,5522,23,234,68.45
2025-01-27,Mumbai,BrandAwareness,5830,534,257,14.06
2025-01-20,Delhi,HolidaySale,2480,37,319,69.96
2025-01-23,Delhi,CoffeePush,1307,195,284,60.42
2025-01-17,Mumbai,CoffeePush,4184,190,280,49.61
2025-01-07,Hyderabad,HolidaySale,5712,556,447,75.54
2025-01-12,Chennai,HolidaySale,1181,92,161,34.31
2025-01-14,Mumbai,CoffeePush,2028,251,475,51.97
2025-01-25,Bangalore,CoffeePush,4656,478,398,56.55
2025-01-09,Bangalore,HolidaySale,3795,286,355,34.3
2025-01-21,Mumbai,HolidaySale,1010,104,22,28.43
2025-01-30,Chennai,CoffeePush,5760,814,269,23.0
2025-01-30,Mumbai,BrandAwareness,1463,25,359,13.91
2025-01-03,Delhi,CoffeePush,5319,702,207,52.78
2025-01-01,Chennai,BrandAwareness,4224,84,432,43.13
2025-01-20,Bangalore,BrandAwareness,3020,444,104,14.94
2025-01-06,Mumbai,BrandAwareness,1577,137,429,64.9
2025-01-16,Bangalore,CoffeePush,625,42,181,21.52
2025-01-26,Chennai,CoffeePush,1746,198,426,59.34
2025-01-15,Bangalore,CoffeePush,4380,285,203,62.05
2025-01-06,Mumbai,CoffeePush,5199,197,274,73.32
2025-01-27,Delhi,CoffeePush,2718,344,229,15.7
2025-01-28,Bangalore,CoffeePush,5373,725,306,45.39
2025-01-14,Bangalore,HolidaySale,3431,115,314,9.37
2025-01-17,Delhi,CoffeePush,615,62,90,65.01
2025-01-28,Hyderabad,BrandAwareness,4123,164,128,45.98
2025-01-21,Hyderabad,CoffeePush,1017,33,238,22.87
2025-01-24,Bangalore,HolidaySale,1686,162,397,20.52
2025-01-03,Hyderabad,HolidaySale,1235,41,235,17.56
2025-01-21,Delhi,CoffeePush,574,24,372,24.08
2025-01-27,Hyderabad,BrandAwareness,1384,82,269,71.23
2025-01-22,Delhi,BrandAwareness,601,15,356,79.88
2025-01-01,Mumbai,HolidaySale,1331,154,40,71.72
2025-01-06,Hyderabad,CoffeePush,4372,634,339,27.48
2025-01-04,Chennai,HolidaySale,1936,268,162,64.92
2025-01-17,Hyderabad,CoffeePush,4750,556,131,52.01
2025-01-22,Bangalore,CoffeePush,1425,187,415,53.38
2025-01-10,Bangalore,CoffeePush,2806,221,42,50.92
2025-01-12,Mumbai,HolidaySale,5128,366,155,59.52
2025-01-10,Mumbai,BrandAwareness,2858,236,225,46.31
2025-01-19,Hyderabad,HolidaySale,4162,94,491,72.46
2025-01-09,Delhi,CoffeePush,3560,342,196,9.61
2025-01-06,Hyderabad,CoffeePush,2388,142,450,27.3
2025-01-27,Chennai,HolidaySale,4758,439,313,38.8
2025-01-05,Mumbai,CoffeePush,5768,372,361,49.97
2025-01-13,Chennai,HolidaySale,2154,62,434,46.47
2025-01-25,Mumbai,BrandAwareness,5245,101,309,41.96
2025-01-03,Delhi,CoffeePush,1929,152,29,60.08
2025-01-13,Hyderabad,BrandAwareness,1190,52,129,52.2
2025-01-15,Hyderabad,BrandAwareness,2358,103,210,72.5
2025-01-12,Hyderabad,HolidaySale,3236,277,267,9.5
